company,date,principal_component_1,principal_component_2,principal_component_3,principal_component_4,principal_component_5,principal_component_6,principal_component_7,principal_component_8,principal_component_9,principal_component_10,principal_component_11,principal_component_12,principal_component_13,principal_component_14,principal_component_15,principal_component_16,principal_component_17,principal_component_18,principal_component_19,principal_component_20,principal_component_21,principal_component_22,principal_component_23,principal_component_24,principal_component_25,principal_component_26,principal_component_27,principal_component_28,principal_component_29,principal_component_30,principal_component_31,principal_component_32,principal_component_33,principal_component_34,principal_component_35,principal_component_36,principal_component_37
INTC,2019-07-25,2.3406352066632707,4.698019470049876,0.982784892400712,2.3942980095199315,-1.2788392488324214,2.9014154263809715,3.645037698272234,1.2745463819198786,-1.0346617205858537,-1.9405089999105378,1.1099581690940683,2.4616797762649822,0.008094819638340899,2.273617511433581,0.49928183802409354,-0.626763213078749,1.559663336063158,1.3295841535971815,-0.45122565826305994,-1.3081378431917776,-0.30855781328306625,-0.02984324379541532,1.0990556496079193,-0.40073020062528364,-0.6529440101277835,0.5965742889991045,-0.6408441778523976,0.01668174759692308,1.245694595552739,1.0474797395950477,-0.22628319195799557,0.9767413972332929,-0.44761864132400286,0.25000177267467044,0.9067648466570403,-1.0294524694556302,1.081919408891927
AMD,2019-07-30,-2.047571616861792,0.3151047184041991,2.1459641538410335,0.30833105087515295,-1.3572637305314568,0.8116805548621902,3.0734250285879976,-0.44057543024600426,0.849875674973852,2.161621287062029,-0.3354035548227786,-2.7532481302925187,-0.6463062563191215,-0.2582134379246118,-1.3142536375684921,-0.12792493251428352,0.8742973246473642,0.5579131201071942,-1.355884972218057,2.3565892257635035,-1.8544893049850828,-1.2700333955339251,0.8617767612167125,-0.18079719563737556,-0.059715454309719335,-1.3510854343531449,0.5833182246763376,-1.0408593558216572,0.5954542621470353,-0.6371982084257423,0.33910413986266913,0.22700704539508548,0.9566634595796674,-0.049955418154648296,-1.565565715177611,0.15121865266924614,-0.42356771531145043
MSFT,2018-07-19,5.569189257056144,0.7629030618996597,1.4316127068726892,6.659623262902475,3.174056095293431,0.6417076835364268,-0.8375476234383611,1.3467452693526902,0.802625572171539,-0.038250947031731,1.6776286659945958,0.3385245955416366,0.8143757661115298,-0.9316883569739005,0.24544638737853797,-0.42443564683327156,0.23153430709080813,-0.7561857420815519,0.6972432959152686,-0.5442305733127637,0.1851343296894314,0.28035081875244633,-0.5016723467781666,0.5108953834791436,0.08860082823876096,0.3814731567662992,0.3556772395462507,0.18666541690066332,-1.1316332159332527,0.911674360526318,0.030708502413788228,1.252717988833833,-0.14407309678552335,1.125374565654497,0.00885467588995763,-0.041315104405144264,0.43910563714867434
AAPL,2017-11-02,1.272598148806098,5.120497023291145,-0.7523040731305998,-1.465411889201451,0.285257821011966,-1.3348755600878333,0.2088220748957645,-1.4147590486354877,-3.4646532422853253,0.5852091702382073,-1.3037184652335543,-0.015942544352708282,1.929822117814834,-0.34445763686371006,0.0018342850544844182,-0.09998707935869837,1.2074258482876483,-0.8243388817340421,-1.0935828123446132,-0.009091472269260171,-0.3344118573625943,-0.5389008273467739,-1.3007767541222384,-0.3622027247094706,2.06865667309788,1.6445511782286166,1.0431106794154708,-0.7502806448423371,0.057985326652528826,0.44731408583342297,0.4372539741664177,-0.3192900663954797,0.4902049927626776,-0.07032837541541616,1.2946861979319955,0.16600104029045748,0.8808601398044092
INTC,2018-10-25,-3.7136233231375146,-5.953720573854424,-4.347762666383009,0.824566032350709,1.139526896503302,0.8225127987661704,1.6541427513325369,2.607020818229747,-1.0042266464811644,-2.6175201951872897,-2.250834536975632,1.3168358129998508,-1.2282942183754877,-0.4829291047527531,0.22603275058301364,-1.2959924744530535,1.1836440974027485,-1.1380646169722155,-0.21340199244861707,-0.820153129208107,-1.0987465863054955,-1.4949489011493104,-0.17510075246768533,-0.8972780395734705,-0.41700172077721587,0.4488310161626287,0.9554376869564596,0.2849731655485784,-0.48859734096442864,0.2885692897642159,0.11931890625298991,0.36266652187424436,-0.15169198948629084,-0.7592636867461886,0.000548234909852668,0.08779650543498287,-0.6743604354939473
AAPL,2016-04-26,-6.615307192739745,-5.62142965851141,1.490314462953409,-0.002437713476338837,-1.6748368944495247,-3.305443501312618,0.2525173661583973,-0.9270392467821496,0.25818285050032075,-0.5124351894210549,0.5193427964526272,0.6281081733372514,0.7431235948024383,-1.1049137157626754,0.9888879338214362,-1.183738112403149,-1.3227111178317192,1.623490342264259,0.583843827611627,-0.24804408645832585,1.0365609794557193,0.04242633571374515,-0.4229197788210424,-0.46062684556757033,-0.22650779101489146,-0.26896935323789983,-0.21064188963414862,0.9501690883678782,-0.9493786333280605,0.4639091436652133,0.023158211013319812,0.47533644677510095,-1.372484960595945,0.6673382861083167,-1.3686518566572525,0.31400399044551636,-0.821735208235348
AMD,2016-01-19,-13.31980069750483,-11.860508003380742,-0.9272559956610421,1.1252932047696196,-7.695475668403284,4.854142544217025,-5.1988734225323165,1.2627774550278137,-0.21083651480049467,2.501303573537913,-2.8051907230208446,2.4915067922897736,2.0313396936629857,-2.10518037474284,-1.2620921066282713,5.978699546801047,-1.2001040950610007,3.6107732355435926,0.3040518022574487,0.17318430379532196,-2.3097547204128173,0.8086027516937437,-0.9421218147603662,0.7612414935249835,1.4570539510962621,1.4745132150958324,0.44359902053958966,1.3080189831851827,-0.7632532826150271,-0.7014806596411656,-1.1529487189562462,1.2760672143999676,0.674832203059665,-1.1401612733254212,-0.7009115846933377,-0.271879295814758,0.8600913348013882
MU,2016-10-04,-3.6041788770884557,1.8464204246751805,1.2893212138481067,1.3195621236656343,-5.1605194043153775,-1.58728007521416,0.13622472341162753,0.18424531107933045,-1.3675236984216128,-0.5039482027602259,-1.5859197227035504,-0.5382225783896316,1.102299417830216,-0.8591717888862463,-3.4132113360416896,2.2118941528806073,-0.07927491340206463,-1.970750669371951,1.4346368257695756,-0.40579572382664,1.5997945521341128,-0.252175850706381,-0.21503312143377562,0.33447784695065685,-1.675236137472383,-2.0547725512097617,0.16454005381420125,0.5592658652822119,-0.8297089353247135,-0.3288935992787549,-0.34108778098764064,-0.9560848134219648,-0.413448904977598,-0.115849624056077,-0.05082952080979812,0.24947648890702603,-0.6669856374437482
AMD,2017-07-25,-3.8723087036042445,3.2930188348088363,1.3761460181344172,1.4028133236956677,-2.3132466662554596,0.7133017936901757,0.44452357460567476,-1.2260231180204388,-0.20177362018922587,2.5163952589036747,-0.14144361911284692,-1.2796686702263904,-1.8114720780313895,-0.17301293960421657,-1.6611791995082845,1.238868913538624,0.6506882710516837,0.34759248238933915,1.3881188563469526,1.2258979406428117,-0.29988245805213537,-0.7139230703089899,0.8254477493619741,0.00126570813489321,0.3577943917020611,0.7535087432395996,-0.12217428107352117,-0.27447700525045793,-0.22168467261206803,-0.5762325142186109,-0.594491627322311,-1.136393023074453,-0.6741149523601607,-0.2892314501885031,-0.5321062906735037,0.808630873394238,-0.6514335330161499
NVDA,2018-05-10,-1.966364850912361,9.439162086969214,-2.7914603909351245,-5.600629953057336,3.7450123694465574,5.7002568731630765,1.9412905217491607,-1.6428534323496424,0.8053612226139124,0.7698844589428918,2.1306564092553417,-1.4167995621524183,1.994124277392609,0.7025148390703813,-1.3117880095660683,-0.1471099784251682,-1.504775687033809,-0.3508447928031051,-0.6035900226665175,0.6828963580906636,0.7770113742720535,-0.6628064738725561,-1.6446985130908427,-1.3585345108177915,0.6648783139861887,-1.4023618937538769,0.052815012121259886,-0.5869913722272704,-0.6260393675364763,-0.10702326352111122,1.3463503952054758,0.08411703789435641,-1.2858220532638773,-0.3258899688692177,0.6427653128731896,0.7206083807656748,0.4954585690189163
INTC,2019-01-24,1.3879585612842804,3.0953505759950697,-3.2026784200199354,1.6692992356196792,-0.7024897480401222,0.8967831338603521,3.5517838026084076,2.753380644216373,1.581693639580558,-1.7556967023454795,-0.6217658956109747,1.4343391730237949,-1.0500780612488079,4.400870933961363,0.45072586922216307,0.051032857330760795,-0.6622050157120338,-1.588615858378259,-0.521577087045613,-1.7393310610403536,-1.3695591857818386,0.562090099940143,1.1576440654837066,0.716965182369899,0.9404966581306589,0.5955601031075484,0.017199158714360726,1.314430925285433,-0.4537857695678028,-0.8069994747980151,-0.42743673188324166,0.5725806923393487,-0.2589479707765606,1.091901885727065,0.12320746822818633,0.03698010303220502,-1.1271894024755786
